Nome de anuncio;Link;Preco;Data de Extração;Preco/m2;Rua/Local/Zona;ID;Freguesia;Municipio;Distrito;area util (m2);area bruta (m2);Tipologia;Ano;No Casas de Banho;Certificado Energetico;Condicao;Negociavel;Varanda;Ar Condicionado;Aspiracao Central;Vista de Campo/Serra;Lareira;Recuperacao de Calor;Suite;Despensa;Garagem (box);Arrecadacao;Vista de Mar;Vista de Rio;Cozinha Equipada;Aquecimento Central;Mobilado;Estacionamento;Condominio Fechado;Gas Canalizado;Piscina;Box;Elevador;Kitchenette;Marquise;Parqueamento;Piso Radiante;Terraco;Vista de Lago;Caldeira
b'T2 de luxo com garagem nas Amoreiras';https://www.imovirtual.com/pt/anuncio/t2-de-luxo-com-garagem-nas-amoreiras-ID15AqF.html#c7ddb6ee6f;735000;09/05/2021;7707;Rua Vitor Bastos;LisboaLisboaCampolide;Campolide;LISBOA;LISBOA;95;95;T2;2021;2;B;Em construcao;;;s;;;;;;;s;;;;;;;;s;;;;s;;;;;s;;
b'T1 de luxo com garagem nas Amoreiras';https://www.imovirtual.com/pt/anuncio/t1-de-luxo-com-garagem-nas-amoreiras-ID15Arz.html#c7ddb6ee6f;500000;09/05/2021;7450;Rua Vitor Bastos;LisboaLisboaCampolide;Campolide;LISBOA;LISBOA;67;67;T1;2021;1;B;Em construcao;;;s;;;;;;;s;;;;;;;;s;;;;s;;;;;s;;
b'Apartamento T2 em novo empreendimento nas Amoreiras';https://www.imovirtual.com/pt/anuncio/apartamento-t2-em-novo-empreendimento-nas-amoreiras-ID15Kg6.html#84ef0ef880;865000;09/05/2021;6135;;LisboaLisboaCampolide;Campolide;LISBOA;LISBOA;141;162;T2;2021;3;A;Em construcao;;s;;;;;;s;;s;;;;;;;;;;s;;;;;;;;;
b'T3 Penthouse de luxo com garagem e varanda nas Amoreiras';https://www.imovirtual.com/pt/anuncio/t3-penthouse-de-luxo-com-garagem-e-varanda-nas-amoreiras-ID15AoI.html#1aaeef68a1;1370000;09/05/2021;8559;;LisboaLisboaCampolide;Campolide;LISBOA;LISBOA;160;160;T3;2021;3;B;Em construcao;;;s;;;;;;;s;;;;;;;;s;;;;s;;;;;s;;
b'Apartamento T5 em novo empreendimento nas Amoreiras';https://www.imovirtual.com/pt/anuncio/apartamento-t5-em-novo-empreendimento-nas-amoreiras-ID15KlX.html#a4d01b3d96;2690000;09/05/2021;8762;;LisboaLisboaCampolide;Campolide;LISBOA;LISBOA;307;343;T5;2021;4;A;Em construcao;;s;;;;;;s;;s;;;;;;;;;;s;;;;;;;;;
b'Apartamento T1 em novo empreendimento nas Amoreiras';https://www.imovirtual.com/pt/anuncio/apartamento-t1-em-novo-empreendimento-nas-amoreiras-ID15Kgb.html#6bbb2120d8;610000;09/05/2021;7531;;LisboaLisboaCampolide;Campolide;LISBOA;LISBOA;81;115;T1;2021;1;A;Em construcao;;s;;;;;;s;;;;;;;;;;;;s;;;;;;;;;
b'T3 com terra\xc3\xa7o e pronto a habitar na Penha de Fran\xc3\xa7a (Moraes Soares)';https://www.imovirtual.com/pt/anuncio/t3-com-terraco-e-pronto-a-habitar-na-penha-de-franca-moraes-soares-ID147ut.html#69b591b97b;479900;09/05/2021;3453;;LisboaLisboaCarnide;Carnide;LISBOA;LISBOA;139;148;T3;1925;3;F;;;;;;;;;s;;;;;;s;;;;;;;;s;;;;;s;;
b'Apartamento T4 Damaia  Amadora- Como Novo!';https://www.imovirtual.com/pt/anuncio/apartamento-t4-damaia-amadora-como-novo-ID13sMe.html#9eeab0d9a7;175000;09/05/2021;1750;;LisboaLisboaCarnide;Carnide;LISBOA;LISBOA;100;106;T4;1977;2;E;Usado;;;;;;;;;s;;;;;s;;;;;;;;;s;;;;;;
b'Apartamento T4 Damaia  Amadora- Como Novo!';https://www.imovirtual.com/pt/anuncio/apartamento-t4-damaia-amadora-como-novo-ID13sMe.html#78b899cc6c;175000;09/05/2021;1750;;LisboaLisboaCarnide;Carnide;LISBOA;LISBOA;100;106;T4;1977;2;E;Usado;;;;;;;;;s;;;;;s;;;;;;;;;s;;;;;;
b'Apartamento T4 em Telheiras- Quinta dos Inglesinhos';https://www.imovirtual.com/pt/anuncio/apartamento-t4-em-telheiras-quinta-dos-inglesinhos-ID14Pwr.html#643dd99326;850000;09/05/2021;5313;Avenida das Nacoes Unidas;LisboaLisboaCarnide;Carnide;LISBOA;LISBOA;160;238;T4;2001;3;B;;;s;s;;;;;;;s;s;;;;;;s;;s;;;s;;;;;;;
b'Apartamento T2 remodelado junto ao Colombo';https://www.imovirtual.com/pt/anuncio/apartamento-t2-remodelado-junto-ao-colombo-ID15pQk.html#a795455305;260000;09/05/2021;4483;Rua Adelaide Cabete;LisboaLisboaCarnide;Carnide;LISBOA;LISBOA;58;65;T2;1981;1;C;Renovado;;;;;;;;;;;;;;;;;;;s;;;s;;;;;;;
b'T0 remodelado TELHEIRAS';https://www.imovirtual.com/pt/anuncio/t0-remodelado-telheiras-ID12R3G.html#cd4a350646;239500;09/05/2021;5988;Rua Virgilio Martinho;LisboaLisboaCarnide;Carnide;LISBOA;LISBOA;40;40;T1;1977;1;D;;;;;;;;;;;;s;;;;;;;;s;;;s;s;;;;;;
b'T6 Duplex em Carnide - Piscina - Jardim - Gin\xc3\xa1sio- CONDOMINIO FECHADO';https://www.imovirtual.com/pt/anuncio/t6-duplex-em-carnide-piscina-jardim-ginasio-condominio-fechado-ID15Se6.html#c7ddb6ee6f;1670000;09/05/2021;5219;Azinhaga dos Cerejais;LisboaLisboaCarnide;Carnide;LISBOA;LISBOA;320;320;T6;2012;4;A;Usado;s;;s;;;s;;s;s;;;;;;s;;;s;;s;;s;;;s;;;;
b'Charmoso apartamento de 5 assoalhadas em duplex em zona nobre da Estre';https://www.imovirtual.com/pt/anuncio/charmoso-apartamento-de-5-assoalhadas-em-duplex-em-zona-nobre-da-estre-ID14Jj8.html#8eb2957e5a;750000;09/05/2021;5435;Rua dos Ferreiros a Estrela;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;138;138;T4;2016;3;C;Usado;s;;s;;;;;s;s;;;;s;;;;;;s;;;;;;;;;;
b'Apartamento T2 com garagem para venda na Lapa';https://www.imovirtual.com/pt/anuncio/apartamento-t2-com-garagem-para-venda-na-lapa-IDUIug.html#945f74cb6f;640000;09/05/2021;6766;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;94;94;T2;2001;2;C;Usado;;;s;;;;;;;s;;;;;s;;;;;;;s;;;;;s;;
b'Apartamento T2 Novo no condom\xc3\xadnio Janelas Verdes em Lisboa';https://www.imovirtual.com/pt/anuncio/apartamento-t2-novo-no-condominio-janelas-verdes-em-lisboa-ID13JEN.html#9eeab0d9a7;880000;09/05/2021;7788;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;113;121;T2;2020;2;A;Novo;;s;s;s;;;;s;s;s;s;;;;s;;;s;;s;;s;;;;;s;;s
b'Apartamento T2 na Lapa com dois lugares de garagem.';https://www.imovirtual.com/pt/anuncio/apartamento-t2-na-lapa-com-dois-lugares-de-garagem-ID13png.html#fc8a7a31f7;900000;09/05/2021;7965;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;113;132;T2;2018;3;B;Usado;;s;s;;;;;s;s;s;s;;s;;s;s;;;;;;s;;;;s;;;
b'Apartamento T2+1 com terra\xc3\xa7o e arrecada\xc3\xa7\xc3\xa3o situado na Est...';https://www.imovirtual.com/pt/anuncio/apartamento-t2-1-com-terraco-e-arrecadacao-situado-na-est-ID11g5P.html#d3f644fc58;730000;09/05/2021;6404;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;114;161;T2;2019;3;E;Em construcao;;;;;;;;s;s;;;;;;;;;;s;;;;;s;;;s;;
b'Apartamento T2+1 com terra\xc3\xa7o e arrecada\xc3\xa7\xc3\xa3o situado na Est...';https://www.imovirtual.com/pt/anuncio/apartamento-t2-1-com-terraco-e-arrecadacao-situado-na-est-ID11g5P.html#2fc270ec76;730000;09/05/2021;6404;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;114;161;T2;2019;3;E;Em construcao;;;;;;;;s;s;;;;;;;;;;s;;;;;s;;;s;;
b'Apartamento T2+1 com terra\xc3\xa7o e arrecada\xc3\xa7\xc3\xa3o situado na Est...';https://www.imovirtual.com/pt/anuncio/apartamento-t2-1-com-terraco-e-arrecadacao-situado-na-est-IDTtve.html#bd0b56c88c;730000;09/05/2021;6404;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;114;161;T2;2019;3;E;Em construcao;;;;;;;;s;s;;;;;;;;;;s;;;;;s;;;s;;
b'Apartamento T2 com Varanda no excelente condom\xc3\xadnio Janela...';https://www.imovirtual.com/pt/anuncio/apartamento-t2-com-varanda-no-excelente-condominio-janela-ID14GcI.html#a7784317e7;880000;09/05/2021;7788;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;113;121;T2;2020;2;A;Novo;;s;s;s;;;;s;s;s;s;;;;s;;;s;;s;;s;;;;;s;;s
b'Soberbo T6- Avenida Infante Santo- Estrela';https://www.imovirtual.com/pt/anuncio/soberbo-t6-avenida-infante-santo-estrela-ID15yMP.html#01d9c50d4d;950000;09/05/2021;4471;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;212;;T6;1985;3;C;Usado;;s;s;;;;;;;;;;s;s;s;;;;;;;s;;;;;;;
b'Apartamento T3 com terra\xc3\xa7o em Santos o Velho Estrela Lisboa.';https://www.imovirtual.com/pt/anuncio/apartamento-t3-com-terraco-em-santos-o-velho-estrela-lisboa-ID15nzq.html#cd6367548e;595000;09/05/2021;3839;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;155;177;T3;1950;2;D;Usado;;s;s;;;;;;;;;;;;;;;;;;;;s;s;;;s;;
b'Apartamento T0 AZURE Santos';https://www.imovirtual.com/pt/anuncio/apartamento-t0-azure-santos-ID15pWM.html#918e92a70d;350000;09/05/2021;7447;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;47;47;T0;2022;1;A;Novo;;;;;;;;;;s;;;s;;;;;;;;;s;;;;;;;
b'Apartamento T0+1 Duplex AZURE Santos';https://www.imovirtual.com/pt/anuncio/apartamento-t0-1-duplex-azure-santos-ID15pSc.html#0db21b4458;608000;09/05/2021;6609;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;92;95;T0;2022;1;B;Novo;;s;;;;;;;;s;;;s;;;;;;;;;s;;;;;;;
b'Apartamento T1 AZURE Santos';https://www.imovirtual.com/pt/anuncio/apartamento-t1-azure-santos-ID15pFn.html#0db21b4458;503000;09/05/2021;6532;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;77;77;T1;2022;1;A;Novo;;;;;;;;;;s;;;s;;;;;;;;;s;;;;;;;
b'Apartamento T1+1 Duplex AZURE Santos';https://www.imovirtual.com/pt/anuncio/apartamento-t1-1-duplex-azure-santos-ID15pFl.html#0db21b4458;520000;09/05/2021;7027;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;74;74;T1;2022;1;B;Novo;;;;;;;;;;s;;;s;;;;;;;;;s;;;;;;;
b'Apartamento T1 AZURE Santos';https://www.imovirtual.com/pt/anuncio/apartamento-t1-azure-santos-ID15pFm.html#0db21b4458;505000;09/05/2021;6918;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;73;75;T1;2022;1;A;Novo;;s;;;;;;;;s;;;s;;;;;;;;;s;;;;;;;
b'Apartamento T1 AZURE Santos';https://www.imovirtual.com/pt/anuncio/apartamento-t1-azure-santos-ID15pFg.html#0db21b4458;512000;09/05/2021;6649;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;77;77;T1;2022;1;A;Novo;;;;;;;;;;s;;;s;;;;;;;;;s;;;;;;;
b'Apartamento T1 AZURE Santos';https://www.imovirtual.com/pt/anuncio/apartamento-t1-azure-santos-ID15pFh.html#0db21b4458;515000;09/05/2021;6867;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;75;75;T1;2022;1;B;Novo;;;;;;;;;;s;;;s;;;;;;;;;s;;;;;;;
b'Apartamento T0+1 Duplex AZURE Santos';https://www.imovirtual.com/pt/anuncio/apartamento-t0-1-duplex-azure-santos-ID15pFe.html#0db21b4458;565000;09/05/2021;7063;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;80;80;T0;2022;1;B;Novo;;;;;;;;;;s;;;s;;;;;;;;;s;;;;;;;
b'Apartamento T1+1 Duplex AZURE Santos';https://www.imovirtual.com/pt/anuncio/apartamento-t1-1-duplex-azure-santos-ID15pFc.html#0db21b4458;555000;09/05/2021;6768;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;82;82;T1;2022;1;B;Novo;;;;;;;;;;s;;;s;;;;;;;;;s;;;;;;;
b'Apartamento T1 AZURE Santos';https://www.imovirtual.com/pt/anuncio/apartamento-t1-azure-santos-ID15pEq.html#0db21b4458;382500;09/05/2021;6595;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;58;58;T1;2022;1;A;Novo;;;;;;;;;;s;;;s;;;;;;;;;s;;;;;;;
b'Apartamento T1+1 Duplex AZURE Santos';https://www.imovirtual.com/pt/anuncio/apartamento-t1-1-duplex-azure-santos-ID15pEi.html#0db21b4458;860000;09/05/2021;6615;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;130;130;T1;2022;1;B;Novo;;s;;;;;;;;s;s;;s;;;;;;;;;s;;;;;;;
b'Apartamento T1 AZURE Santos';https://www.imovirtual.com/pt/anuncio/apartamento-t1-azure-santos-ID15pEj.html#0db21b4458;503000;09/05/2021;6707;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;75;75;T1;2022;1;B;Novo;;;;;;;;;;s;;;s;;;;;;;;;s;;;;;;;
b'Apartamento T1 AZURE Santos';https://www.imovirtual.com/pt/anuncio/apartamento-t1-azure-santos-ID15pEh.html#0db21b4458;500000;09/05/2021;6849;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;73;73;T1;2022;1;A;Novo;;;;;;;;;;s;;;s;;;;;;;;;s;;;;;;;
b'Apartamento T1+1 Duplex AZURE Santos';https://www.imovirtual.com/pt/anuncio/apartamento-t1-1-duplex-azure-santos-ID15pE8.html#0db21b4458;782000;09/05/2021;6627;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;118;120;T1;2022;1;B;Novo;;s;;;;;;;;s;;;s;;;;;;;;;s;;;;;;;
b'Apartamento T1+1 Duplex AZURE Santos';https://www.imovirtual.com/pt/anuncio/apartamento-t1-1-duplex-azure-santos-ID15pDW.html#0db21b4458;737000;09/05/2021;6580;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;112;114;T1;2022;1;B;Novo;;s;;;;;;;;s;;;s;;;;;;;;;s;;;;;;;
b'Apartamento T1+1 Duplex AZURE Santos';https://www.imovirtual.com/pt/anuncio/apartamento-t1-1-duplex-azure-santos-ID15pDz.html#0db21b4458;815000;09/05/2021;6626;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;123;126;T1;2022;1;A;Novo;;s;;;;;;;;s;s;;s;;;;;;;;;s;;;;;;;
b'Apartamento T2 AZURE Santos';https://www.imovirtual.com/pt/anuncio/apartamento-t2-azure-santos-ID15pDu.html#e3e0574f4e;787500;09/05/2021;7429;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;106;142;T2;2022;1;A;Novo;;;;;;;;;;s;s;;s;;;;;;;;;s;;;;;;;
b'Apartamento novo no Cais do Sodr\xc3\xa9';https://www.imovirtual.com/pt/anuncio/apartamento-novo-no-cais-do-sodre-ID15Kix.html#bf6bdf75c5;675500;09/05/2021;8238;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;82;111;T1;2019;1;A;Em construcao;;s;;;;;;s;;s;;;s;;;;;s;;;;s;s;;;;;;
b'Apartamento novo no Cais do Sodr\xc3\xa9';https://www.imovirtual.com/pt/anuncio/apartamento-novo-no-cais-do-sodre-ID15Kit.html#bf6bdf75c5;975500;09/05/2021;7447;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;131;154;T2;2019;3;A;Em construcao;;s;;;;;;s;;s;;;s;;;;;s;;;;s;;;;;;;
b'Apartamento novo no Cais do Sodr\xc3\xa9';https://www.imovirtual.com/pt/anuncio/apartamento-novo-no-cais-do-sodre-ID15Kis.html#bf6bdf75c5;1195500;09/05/2021;9126;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;131;154;T3;2019;3;A;Em construcao;;s;;;;;;s;;s;;;s;;;;;s;;;;s;;;;;;;
b'Apartamento novo com varanda no Cais do Sodr\xc3\xa9';https://www.imovirtual.com/pt/anuncio/apartamento-novo-com-varanda-no-cais-do-sodre-ID15Kio.html#bf6bdf75c5;615500;09/05/2021;8793;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;70;80;T1;2019;1;A;Em construcao;;s;;;;;;s;;s;;;s;;;;;s;;;;s;s;;;;;;
b'Apartamento novo de luxo com terra\xc3\xa7o no Cais do Sodr\xc3\xa9';https://www.imovirtual.com/pt/anuncio/apartamento-novo-de-luxo-com-terraco-no-cais-do-sodre-ID15Kik.html#bf6bdf75c5;5700000;09/05/2021;20213;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;282;574;T5;2019;4;A;Em construcao;;s;;;;;;s;;s;;;s;;;;;s;;;;s;;;;;;;
b'Apartamento novo de luxo com varanda no Cais do Sodr\xc3\xa9';https://www.imovirtual.com/pt/anuncio/apartamento-novo-de-luxo-com-varanda-no-cais-do-sodre-ID15Kil.html#bf6bdf75c5;3995000;09/05/2021;19300;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;207;470;T3;2019;4;A;Em construcao;;s;;;;;;s;;s;;;s;;;;;s;;s;;s;;;;;s;;
b'Apartamento com piscina comum localizado no centro de Alc...';https://www.imovirtual.com/pt/anuncio/apartamento-com-piscina-comum-localizado-no-centro-de-alc-ID15Kvv.html#5585338f55;425000;09/05/2021;6071;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;70;70;T1;2022;1;C;Em construcao;;;s;;;;;;;;;;;;;;;;;s;;s;;;;;;;
b'Apartamento com piscina comum localizado no centro de Alc...';https://www.imovirtual.com/pt/anuncio/apartamento-com-piscina-comum-localizado-no-centro-de-alc-ID15Kvu.html#089e822a07;365000;09/05/2021;6518;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;56;56;T1;2022;1;C;Em construcao;;;s;;;;;;;;;;;;;;;;;s;;s;;;;;;;
b'Novo apartamento inserido numa zona central em Alc\xc3\xa2ntara';https://www.imovirtual.com/pt/anuncio/novo-apartamento-inserido-numa-zona-central-em-alcantara-ID15KwI.html#089e822a07;310000;09/05/2021;5636;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;55;64;T1;2022;1;C;Em construcao;;;s;;;;;;;;;;;;;;;;;s;;s;;;;;s;;
b'Apartamento novo de luxo com terra\xc3\xa7o no Cais do Sodr\xc3\xa9';https://www.imovirtual.com/pt/anuncio/apartamento-novo-de-luxo-com-terraco-no-cais-do-sodre-ID15KkH.html#ab63a09488;7950000;09/05/2021;17986;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;442;857;T6;2019;4;A;Em construcao;;s;;;;;;s;;s;;;s;;;;;s;;;;s;;;;;;;
b'Apartamento novo no Cais do Sodr\xc3\xa9';https://www.imovirtual.com/pt/anuncio/apartamento-novo-no-cais-do-sodre-ID15KiM.html#ab63a09488;1195500;09/05/2021;8922;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;134;157;T3;2019;3;A;Em construcao;;s;;;;;;s;;s;;;s;;;;;s;;;;s;;;;;;;
b'Apartamento novo no Cais do Sodr\xc3\xa9';https://www.imovirtual.com/pt/anuncio/apartamento-novo-no-cais-do-sodre-ID15KiN.html#ab63a09488;1345500;09/05/2021;9611;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;140;155;T3;2019;3;A;Em construcao;;s;;;;;;s;;s;;;s;;;;;s;;;;s;;;;;;;
b'Apartamento novo no Cais do Sodr\xc3\xa9';https://www.imovirtual.com/pt/anuncio/apartamento-novo-no-cais-do-sodre-ID15KiK.html#ab63a09488;565500;09/05/2021;8079;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;70;80;T1;2019;1;A;Em construcao;;s;;;;;;s;;s;;;s;;;;;s;;;;s;s;;;;;;
b'Apartmento T2 em Santos';https://www.imovirtual.com/pt/anuncio/apartmento-t2-em-santos-ID15KhC.html#c5bc0f1cf7;880000;09/05/2021;7788;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;113;117;T2;2019;2;A;Em construcao;;s;;;;;;s;;s;;;;;;;;;;;;s;;;;;;;
b'Apartamento com piscina comum localizado no centro de Alc...';https://www.imovirtual.com/pt/anuncio/apartamento-com-piscina-comum-localizado-no-centro-de-alc-ID15Kvw.html#c5bc0f1cf7;405000;09/05/2021;5870;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;69;69;T1;2022;1;C;Em construcao;;;s;;;;;;;;;;;;;;;;;s;;s;;;;;;;
b'Apartmento T2 em Santos';https://www.imovirtual.com/pt/anuncio/apartmento-t2-em-santos-ID15Khy.html#f627be4032;900000;09/05/2021;7759;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;116;156;T2;2019;2;A;Em construcao;;s;;;;;;s;;s;;;;;;;;;;;;s;;;;;;;
b'Apartamento com piscina comum localizado no centro de Alc...';https://www.imovirtual.com/pt/anuncio/apartamento-com-piscina-comum-localizado-no-centro-de-alc-ID15Kvv.html#5585338f55;425000;09/05/2021;6071;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;70;70;T1;2022;1;C;Em construcao;;;s;;;;;;;;;;;;;;;;;s;;s;;;;;;;
b'Apartamento T2- novo- na Estrela/Lisboa';https://www.imovirtual.com/pt/anuncio/apartamento-t2-novo-na-estrela-lisboa-ID143ct.html#8280d417af;790000;09/05/2021;10919;Rua de Santo Amaro;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;72;92;T2;1989;2;D;Novo;;s;s;s;;;;s;;;;;;;;;;;;;;s;;;;;;;s
b'Apartamento T3 Remodelado- Com Logradouro Privativo- Santos.';https://www.imovirtual.com/pt/anuncio/apartamento-t3-remodelado-com-logradouro-privativo-santos-ID15UlC.html#0672e29305;595000;09/05/2021;3839;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;155;155;T3;1993;2;D;Renovado;;s;s;;;;;;;;;;;;;;;;;;;;;;;;s;;
b'T2 num \xc3\xbaltimo andar na Rua Joaquim Casimiro- junto \xc3\xa0 Avenida Infante S';https://www.imovirtual.com/pt/anuncio/t2-num-ultimo-andar-na-rua-joaquim-casimiro-junto-a-avenida-infante-s-ID15tXo.html#88dabd6022;385000;09/05/2021;4639;Rua Maestro Antonio Taborda;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;83;90;T3;1941;1;C;Usado;;;s;;;;;;;;;;s;;;;;;;;;;;;;;;;
b'Alc\xc3\xa2ntara T2+1';https://www.imovirtual.com/pt/anuncio/alcantara-t2-1-ID15zhC.html#1448d7b385;169000;09/05/2021;3380;Beco do Tremoceiro;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;50;50;T3;1957;1;D;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;s
b'T1 Remodelado na Madragoa pronto a habitar';https://www.imovirtual.com/pt/anuncio/t1-remodelado-na-madragoa-pronto-a-habitar-ID15t90.html#61e1510cef;190000;09/05/2021;7308;Travessa das Isabeis;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;26;26;T1;1988;1;D;Renovado;;;;;;;;;;;;;s;;;s;;;;;;;s;;;;;;
b'Apartamento T2- novo- na Estrela/Lisboa';https://www.imovirtual.com/pt/anuncio/apartamento-t2-novo-na-estrela-lisboa-ID143dd.html#2b34496dc4;650000;09/05/2021;10470;Rua de Santo Amaro;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;62;82;T2;1989;2;D;Novo;;s;s;s;;;;s;;;;;;;;;;;;;;s;;;;;;;s
b'T3 Largo de Santos- Com Terra\xc3\xa7o- Remodelado- Boas \xc3\x81reas.';https://www.imovirtual.com/pt/anuncio/t3-largo-de-santos-com-terraco-remodelado-boas-areas-ID14j4k.html#c0bd07b5b9;595000;09/05/2021;3839;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;155;177;T3;1954;2;D;Renovado;;;;;;;;;;;;;;s;;;;;;;;;;;;;s;;
b'Apartamento T3 Remodelado- Com Logradouro Privativo- Santos.';https://www.imovirtual.com/pt/anuncio/apartamento-t3-remodelado-com-logradouro-privativo-santos-ID15UlC.html#dbbc4f4d43;595000;09/05/2021;3839;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;155;155;T3;1993;2;D;Renovado;;s;s;;;;;;;;;;;;;;;;;;;;;;;;s;;
b'T1 remodelado no t\xc3\xadpico Bairro da Madragoa';https://www.imovirtual.com/pt/anuncio/t1-remodelado-no-tipico-bairro-da-madragoa-ID15v3o.html#026c51b5dc;225000;09/05/2021;4688;Rua do Machadinho;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;48;48;T1;1937;1;B;;;;;;;;;;;;;;;s;;s;;;;;;;;;;;;;
b'Fant\xc3\xa1stico T3 com jardim e terra\xc3\xa7o- na Estrela';https://www.imovirtual.com/pt/anuncio/fantastico-t3-com-jardim-e-terraco-na-estrela-ID15uO3.html#1b648fbb2d;1495000;09/05/2021;7153;Avenida Infante Santo;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;209;350;T3;1991;4;C;Renovado;;;s;;;s;;s;;;s;;;;;;;s;;;;;;;s;;s;;
b'Apartamento T2 na Lapa com varanda- garagem e arrecada\xc3\xa7\xc3\xa3o';https://www.imovirtual.com/pt/anuncio/apartamento-t2-na-lapa-com-varanda-garagem-e-arrecadacao-ID15hUN.html#5187b81291;790000;09/05/2021;7692;Rua do Olival;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;102;113;T2;2021;2;B;Novo;;s;;;;;;s;;s;s;;s;;;;;;;;;s;;;;;;;
b'Apartamento T5   Lapa - Estrela e S\xc3\xa3o Bento  com vista para a Cidade e';https://www.imovirtual.com/pt/anuncio/apartamento-t5-lapa-estrela-e-sao-bento-com-vista-para-a-cidade-e-ID15cKL.html#46a8ac7283;1600000;09/05/2021;5517;Avenida Infante Santo;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;290;320;T5;1994;3;C;;;s;;;;s;;;;;;;;;;;;;;;;s;;;;;;;
b'PF20502- Apartamento T2- Lisboa';https://www.imovirtual.com/pt/anuncio/pf20502-apartamento-t2-lisboa-ID11Gvk.html#0a151c01eb;905000;09/05/2021;5915;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;153;;T2;2021;;;Em construcao;;;s;;;;;;;;s;;s;s;;;s;;;;;s;;;;;;;
b'PF19752- Apartamento T2- Lisboa';https://www.imovirtual.com/pt/anuncio/pf19752-apartamento-t2-lisboa-ID11GDD.html#0a151c01eb;900000;09/05/2021;7438;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;121;;T2;2019;2;A;Em construcao;;;s;;;;;;;;;;;s;;;s;;;;;;;;;;;;
b'PF19744- Apartamento T1- Lisboa';https://www.imovirtual.com/pt/anuncio/pf19744-apartamento-t1-lisboa-ID11GDF.html#0a151c01eb;760000;09/05/2021;7755;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;98;;T1;2019;1;A;Em construcao;;;s;;;;;;;;;;;s;;;s;;;;;;;;;;;;
